id,productName,productDescription,productPrice,productType
8078,Zoolab,Zoolab_0.12,0.98,Service
8079,Zamit,Zamit_1.9,5.99,Hardware
8080,Hatity,Hatity_4.4,1.37,Software
8081,Quo Lux,Quo Lux_8.32,5.97,Hardware
8082,Temp,Temp_8.8,2.78,Service
8083,Latlux,Latlux_0.45,7.71,Service
8084,Cookley,Cookley_0.69,8.55,Hardware
8085,Flexidy,Flexidy_0.6.7,3.39,Hardware
8086,Matsoft,Matsoft_0.48,9.14,Service
8087,Quo Lux,Quo Lux_9.46,2.15,Service
8088,Otcom,Otcom_0.2.7,8.54,Hardware
8089,Veribet,Veribet_3.9.2,0.82,Hardware
8090,Hatity,Hatity_3.1.1,3.06,Software
8091,Sonair,Sonair_0.9.0,7.2,Software
8092,Bamity,Bamity_2.8.3,6.81,Service
8093,Tres-Zap,Tres-Zap_2.39,2.44,Service
8094,Zaam-Dox,Zaam-Dox_3.0.7,0.14,Service
8095,Quo Lux,Quo Lux_4.3,5.13,Software
8096,Bytecard,Bytecard_0.5.4,8.71,Service
8097,Toughjoyfax,Toughjoyfax_4.5,2.89,Hardware
8098,Toughjoyfax,Toughjoyfax_0.74,2.04,Software
8099,Toughjoyfax,Toughjoyfax_5.86,1.07,Service
8100,Fixflex,Fixflex_4.2,9.43,Software
8101,Tin,Tin_5.09,8.47,Service
8102,Veribet,Veribet_9.66,6.22,Hardware
8103,Zontrax,Zontrax_9.1.5,7.18,Hardware
8104,Voyatouch,Voyatouch_0.76,2.39,Service
8105,Voltsillam,Voltsillam_0.11,8.18,Service
8106,Keylex,Keylex_5.0,0.22,Software
8107,Tresom,Tresom_0.9.1,0.45,Hardware
8108,Bitchip,Bitchip_4.0,1.44,Hardware
8109,Voltsillam,Voltsillam_0.4.7,1.59,Service
8110,Bitwolf,Bitwolf_0.2.2,9.45,Hardware
8111,Rank,Rank_0.5.7,6.77,Software
8112,Alpha,Alpha_0.85,4.66,Service
8113,Zamit,Zamit_9.6.2,3.97,Hardware
8114,Treeflex,Treeflex_7.5,4.71,Software
8115,Sonair,Sonair_8.9,5.19,Software
8116,Zamit,Zamit_0.1.7,6.4,Service
8117,Andalax,Andalax_0.4.6,9.69,Service
8118,Redhold,Redhold_0.55,0.55,Hardware
8119,Ronstring,Ronstring_0.85,0.9,Software
8120,Transcof,Transcof_1.13,2.74,Hardware
8121,Solarbreeze,Solarbreeze_6.67,3.58,Hardware
8122,Cookley,Cookley_0.73,9.56,Software
8123,Bamity,Bamity_8.25,1.08,Service
8124,Sonsing,Sonsing_2.3,7.71,Service
8125,Greenlam,Greenlam_6.1.5,6.99,Service
8126,Alphazap,Alphazap_5.3.5,1.25,Service
8127,Toughjoyfax,Toughjoyfax_0.2.4,3.79,Service
8128,Greenlam,Greenlam_0.2.5,4.83,Software
8129,Tresom,Tresom_0.17,7.53,Software
8130,Tres-Zap,Tres-Zap_4.15,6.27,Service
8131,Zontrax,Zontrax_5.76,1.3,Service
8132,Span,Span_5.87,0.03,Service
8133,Viva,Viva_9.60,8.56,Hardware
8134,Alpha,Alpha_8.8,6.59,Software
8135,Tin,Tin_6.2,4.64,Software
8136,Asoka,Asoka_2.57,4.8,Hardware
8137,Zaam-Dox,Zaam-Dox_9.7,9.34,Software
8138,Stim,Stim_7.3.3,9.08,Hardware
8139,Latlux,Latlux_2.94,6.88,Software
8140,Hatity,Hatity_4.12,3.88,Service
8141,Ronstring,Ronstring_8.9,0.08,Hardware
8142,Tin,Tin_0.6.3,0.08,Software
8143,Fixflex,Fixflex_3.6,0.53,Software
8144,Konklab,Konklab_8.4.4,3.39,Hardware
8145,Bamity,Bamity_0.4.7,9.78,Hardware
8146,Daltfresh,Daltfresh_2.8.8,4.77,Hardware
8147,Cookley,Cookley_3.8.0,6.72,Service
8148,Flowdesk,Flowdesk_5.8,2.41,Software
8149,Zamit,Zamit_0.72,5.67,Hardware
8150,Holdlamis,Holdlamis_0.62,3.61,Hardware
8151,Bitwolf,Bitwolf_3.51,0.14,Hardware
8152,Fixflex,Fixflex_9.1,2.47,Software
8153,Tempsoft,Tempsoft_5.4.9,4.65,Software
8154,Tresom,Tresom_1.6.1,8.24,Hardware
8155,Regrant,Regrant_7.50,5.44,Software
8156,Bitwolf,Bitwolf_5.14,8.13,Software
8157,Regrant,Regrant_8.5,2.39,Hardware
8158,Regrant,Regrant_0.8.9,0.61,Hardware
8159,Veribet,Veribet_0.8.6,1.12,Hardware
8160,Holdlamis,Holdlamis_9.24,1,Hardware
8161,Konklab,Konklab_0.17,6.18,Software
8162,Fix San,Fix San_4.27,1.14,Software
8163,Bitchip,Bitchip_9.27,3.49,Software
8164,Cardguard,Cardguard_7.17,0.83,Service
8165,Zamit,Zamit_4.32,9.68,Hardware
8166,Voltsillam,Voltsillam_6.81,3.94,Hardware
8167,Opela,Opela_0.3.7,7.49,Service
8168,Tampflex,Tampflex_0.30,4.01,Service
8169,Voltsillam,Voltsillam_0.76,4.9,Hardware
8170,Bamity,Bamity_0.82,4.71,Software
8171,Solarbreeze,Solarbreeze_8.9,2.98,Hardware
8172,Asoka,Asoka_0.93,6.69,Hardware
8173,Andalax,Andalax_0.58,4.43,Hardware
8174,Home Ing,Home Ing_1.3.5,0.77,Service
8175,Otcom,Otcom_8.2,7.96,Service
8176,Subin,Subin_3.9,2.35,Software
8177,Wrapsafe,Wrapsafe_1.2,8.47,Software
8178,Lotstring,Lotstring_5.57,2.38,Software
8179,Andalax,Andalax_0.3.0,0.07,Software
8180,Holdlamis,Holdlamis_0.32,2.4,Software
8181,Keylex,Keylex_9.68,9.21,Software
8182,Viva,Viva_4.16,7.59,Hardware
8183,Quo Lux,Quo Lux_4.8.8,0.6,Service
8184,Tresom,Tresom_4.55,7.21,Hardware
8185,Opela,Opela_6.1,7.87,Hardware
8186,Holdlamis,Holdlamis_6.32,5.62,Software
8187,Tempsoft,Tempsoft_0.24,4.86,Service
8188,Bigtax,Bigtax_1.6.6,8.83,Software
8189,Overhold,Overhold_9.57,7.13,Software
8190,Transcof,Transcof_0.2.6,2.45,Software
8191,Duobam,Duobam_4.8,7.19,Software
8192,Tresom,Tresom_2.0,1.4,Software
8193,Mat Lam Tam,Mat Lam Tam_7.4,3,Software
8194,Zontrax,Zontrax_9.7.8,5.36,Software
8195,Keylex,Keylex_6.2,3.5,Software
8196,Asoka,Asoka_5.3.7,3.66,Software
8197,Stim,Stim_2.8,5.55,Hardware
8198,Biodex,Biodex_0.78,5.06,Service
8199,Opela,Opela_6.6,4.18,Hardware
8200,Greenlam,Greenlam_0.4.8,1.27,Software
8201,Bigtax,Bigtax_9.27,7.15,Software
8202,Bigtax,Bigtax_2.0,6.25,Service
8203,Andalax,Andalax_0.7.8,2.59,Software
8204,Bitchip,Bitchip_0.2.9,6.78,Service
8205,Voltsillam,Voltsillam_0.84,0.63,Software
8206,Stronghold,Stronghold_7.0.5,3.42,Software
8207,Biodex,Biodex_5.1.2,6.27,Hardware
8208,Bitchip,Bitchip_0.6.2,7.48,Service
8209,Bytecard,Bytecard_8.2,6.5,Service
8210,Bitchip,Bitchip_0.8.8,2.34,Software
8211,Tempsoft,Tempsoft_7.6.2,0.27,Service
8212,Tin,Tin_0.78,1.54,Hardware
8213,Asoka,Asoka_2.5,0.61,Service
8214,Zathin,Zathin_0.2.4,3.61,Service
8215,Treeflex,Treeflex_8.1,9.34,Hardware
8216,Zoolab,Zoolab_1.9.8,3.76,Software
8217,Fixflex,Fixflex_9.9.5,3.33,Software
8218,Ventosanzap,Ventosanzap_9.70,5.62,Service
8219,Sonsing,Sonsing_0.2.3,8.23,Software
8220,Biodex,Biodex_0.6.2,3.3,Hardware
8221,Veribet,Veribet_8.03,9.27,Service
8222,Bitchip,Bitchip_0.8.9,6.74,Service
8223,Daltfresh,Daltfresh_0.8.9,4.79,Service
8224,Redhold,Redhold_7.1.9,5.92,Hardware
8225,Stronghold,Stronghold_9.0.4,6.17,Software
8226,Flowdesk,Flowdesk_0.9.4,6.06,Software
8227,Matsoft,Matsoft_1.9.7,7.44,Hardware
8228,Daltfresh,Daltfresh_7.8,7.03,Software
8229,Fixflex,Fixflex_0.2.5,7.56,Hardware
8230,Alpha,Alpha_3.6,4.86,Service
8231,Sub-Ex,Sub-Ex_2.5.5,8.28,Software
8232,Vagram,Vagram_3.41,0.07,Software
8233,Span,Span_0.4.8,7.36,Software
8234,Tresom,Tresom_0.2.1,8.43,Hardware
8235,Span,Span_0.81,9.91,Hardware
8236,Greenlam,Greenlam_0.59,0.98,Hardware
8237,Zontrax,Zontrax_0.61,7.99,Hardware
8238,Flowdesk,Flowdesk_5.0.8,8.13,Service
8239,Sub-Ex,Sub-Ex_0.6.8,0.85,Software
8240,Hatity,Hatity_4.2.1,0.78,Hardware
8241,Flexidy,Flexidy_3.1.2,0.39,Software
8242,Viva,Viva_0.3.1,9.45,Hardware
8243,Voltsillam,Voltsillam_0.86,8.69,Service
8244,Cardify,Cardify_4.52,4.48,Software
8245,Stim,Stim_6.6,2.33,Hardware
8246,Home Ing,Home Ing_1.2,4.67,Service
8247,Transcof,Transcof_2.9,1.66,Software
8248,Regrant,Regrant_5.2.7,4.44,Hardware
8249,Namfix,Namfix_0.6.0,7.29,Service
8250,Cardguard,Cardguard_7.11,7.88,Hardware
8251,Domainer,Domainer_6.5.1,0.8,Service
8252,Regrant,Regrant_4.58,3.04,Service
8253,Zontrax,Zontrax_0.93,5.88,Software
8254,Keylex,Keylex_0.64,0.84,Service
8255,Latlux,Latlux_4.5.2,7.55,Hardware
8256,Sub-Ex,Sub-Ex_2.86,5.56,Software
8257,Stringtough,Stringtough_3.4.9,5.88,Hardware
8258,Holdlamis,Holdlamis_0.9.3,5.67,Hardware
8259,Greenlam,Greenlam_3.0,0.78,Service
8260,Hatity,Hatity_5.8.8,5.11,Software
8261,Bamity,Bamity_0.6.8,6.42,Software
8262,Bamity,Bamity_7.10,5.25,Hardware
8263,Aerified,Aerified_2.0.8,2.74,Service
8264,Bigtax,Bigtax_0.94,4.51,Hardware
8265,Alphazap,Alphazap_5.9,0.69,Service
8266,Rank,Rank_0.9.5,7.57,Service
8267,Konklux,Konklux_5.8,4.14,Service
8268,Domainer,Domainer_6.0.1,9.14,Service
8269,Job,Job_0.7.6,6.8,Service
8270,Alphazap,Alphazap_1.7,8.42,Service
8271,Bytecard,Bytecard_6.3,7.76,Hardware
8272,Alpha,Alpha_0.75,7.56,Service
8273,Voyatouch,Voyatouch_0.7.6,9.34,Hardware
8274,Regrant,Regrant_4.7.7,0.16,Software
8275,Zaam-Dox,Zaam-Dox_5.41,6.33,Software
8276,Bitwolf,Bitwolf_2.84,1.51,Service
8277,Sonsing,Sonsing_2.8.3,7.78,Software
8278,Duobam,Duobam_0.1.4,7.72,Service
8279,Andalax,Andalax_2.9,5.31,Service
8280,Duobam,Duobam_8.40,3.92,Software
8281,Sub-Ex,Sub-Ex_0.31,7.94,Service
8282,Konklux,Konklux_6.6,7.47,Software
8283,Alphazap,Alphazap_1.9,3.64,Service
8284,Wrapsafe,Wrapsafe_6.48,4.8,Hardware
8285,Daltfresh,Daltfresh_1.4.5,8.04,Hardware
8286,Domainer,Domainer_0.19,9.37,Software
8287,Alpha,Alpha_0.5.3,8.92,Hardware
8288,Span,Span_3.5,2.83,Service
8289,Fixflex,Fixflex_0.8.1,6.41,Hardware
8290,Treeflex,Treeflex_7.4,9.85,Service
8291,Alpha,Alpha_0.8.0,8.95,Software
8292,Lotstring,Lotstring_0.24,7.38,Hardware
8293,Ronstring,Ronstring_0.33,8.63,Software
8294,Transcof,Transcof_7.4.5,3.74,Hardware
8295,Lotlux,Lotlux_0.66,5.61,Hardware
8296,Fintone,Fintone_8.56,5.92,Hardware
8297,Otcom,Otcom_0.56,7.72,Service
8298,Tres-Zap,Tres-Zap_0.84,2.34,Hardware
8299,Kanlam,Kanlam_2.74,8.5,Software
8300,Flowdesk,Flowdesk_5.5,7.16,Software
8301,Zamit,Zamit_0.24,2.84,Software
8302,Toughjoyfax,Toughjoyfax_1.8,8.85,Service
8303,Alpha,Alpha_4.2,5.67,Software
8304,Bytecard,Bytecard_0.41,1.08,Hardware
8305,Sonsing,Sonsing_3.01,6.14,Hardware
8306,Fixflex,Fixflex_8.2.3,0.06,Service
8307,It,It_2.7,4.69,Software
8308,Andalax,Andalax_0.9.3,5.97,Service
8309,Bamity,Bamity_1.7.9,1.4,Software
8310,Tin,Tin_0.48,0.96,Service
8311,Wrapsafe,Wrapsafe_8.5,4.84,Service
8312,Matsoft,Matsoft_3.0,0.92,Hardware
8313,Sonair,Sonair_0.13,5.64,Service
8314,Opela,Opela_1.4.6,9.55,Software
8315,Keylex,Keylex_2.6.7,2.52,Hardware
8316,Daltfresh,Daltfresh_9.0.9,0.38,Service
8317,Toughjoyfax,Toughjoyfax_6.3.2,6.29,Software
8318,Namfix,Namfix_8.9.7,0.79,Service
8319,Temp,Temp_0.29,9.48,Hardware
8320,Alpha,Alpha_0.72,7.04,Hardware
8321,Zoolab,Zoolab_6.1.1,1.9,Hardware
8322,Ronstring,Ronstring_6.7.9,4.26,Hardware
8323,Voltsillam,Voltsillam_5.9,4.93,Service
8324,Tin,Tin_0.71,6.82,Software
8325,Zontrax,Zontrax_3.34,1.47,Service
8326,Wrapsafe,Wrapsafe_9.3,9.53,Hardware
8327,Bitchip,Bitchip_0.1.6,2.94,Service
8328,Konklux,Konklux_9.9.1,7.73,Software
8329,Veribet,Veribet_0.2.8,5.13,Service
8330,Aerified,Aerified_0.5.6,5.54,Hardware
8331,Sub-Ex,Sub-Ex_9.2.9,6.88,Service
8332,Redhold,Redhold_7.2.8,4.37,Hardware
8333,Solarbreeze,Solarbreeze_7.6.9,2.65,Service
8334,Prodder,Prodder_7.8.0,8.35,Software
8335,Span,Span_0.5.3,2.53,Hardware
8336,It,It_7.2,5.38,Service
8337,Subin,Subin_0.1.1,0.54,Software
8338,Treeflex,Treeflex_7.9.7,8.45,Software
8339,Span,Span_0.89,0.92,Hardware
8340,Sonsing,Sonsing_3.52,3.95,Service
8341,Bitwolf,Bitwolf_1.56,7.44,Software
8342,Namfix,Namfix_7.26,0.52,Service
8343,Latlux,Latlux_8.1.7,0.95,Software
8344,Veribet,Veribet_2.6.5,5.87,Software
8345,Alphazap,Alphazap_6.40,7.06,Service
8346,Zathin,Zathin_7.7,6.56,Software
8347,Zoolab,Zoolab_0.12,2.59,Hardware
8348,Cardguard,Cardguard_0.89,6.64,Hardware
8349,Tin,Tin_1.0,1.91,Service
8350,Quo Lux,Quo Lux_4.8,2.82,Hardware
8351,Solarbreeze,Solarbreeze_0.21,6.45,Service
8352,Lotstring,Lotstring_9.69,4.12,Hardware
8353,Bamity,Bamity_0.58,5.16,Service
8354,Rank,Rank_0.1.2,4.28,Service
8355,Job,Job_8.2.9,5.24,Hardware
8356,Kanlam,Kanlam_4.7,1.99,Service
8357,Overhold,Overhold_0.9.8,6.77,Service
8358,Viva,Viva_5.3.4,7.67,Service
8359,Lotstring,Lotstring_0.3.4,2.26,Software
8360,Asoka,Asoka_0.8.2,7.37,Hardware
8361,Zoolab,Zoolab_0.9.7,4.71,Service
8362,It,It_2.0,6.91,Software
8363,Temp,Temp_0.97,1.45,Hardware
8364,Alpha,Alpha_1.1.6,2.2,Hardware
8365,Sonair,Sonair_0.3.9,5.34,Service
8366,It,It_8.66,3.68,Hardware
8367,Cardguard,Cardguard_0.90,3.09,Hardware
8368,Transcof,Transcof_0.88,1.86,Service
8369,Vagram,Vagram_3.82,9.11,Service
8370,Solarbreeze,Solarbreeze_8.5.6,2.53,Hardware
8371,Bamity,Bamity_8.2,0.09,Hardware
8372,Matsoft,Matsoft_0.46,8.34,Hardware
8373,Vagram,Vagram_0.4.1,4.98,Hardware
8374,Flexidy,Flexidy_0.27,5.38,Software
8375,Voyatouch,Voyatouch_3.4.0,5.78,Hardware
8376,Flowdesk,Flowdesk_6.6,2.34,Hardware
8377,Bamity,Bamity_0.4.1,9.97,Software
8378,Bitchip,Bitchip_0.44,2.81,Software
8379,Namfix,Namfix_0.71,3.02,Hardware
8380,It,It_8.7,1.43,Service
8381,Solarbreeze,Solarbreeze_0.81,4.93,Software
8382,Home Ing,Home Ing_0.1.6,8.33,Software
8383,Sonair,Sonair_5.8,5.37,Service
8384,Redhold,Redhold_8.31,9.15,Hardware
8385,Wrapsafe,Wrapsafe_8.88,8.9,Service
8386,Tin,Tin_5.9.1,3.14,Hardware
8387,Bigtax,Bigtax_0.1.1,8.11,Hardware
8388,Home Ing,Home Ing_7.00,3.74,Service
8389,Tresom,Tresom_8.26,1.56,Service
8390,Zathin,Zathin_0.3.1,4.84,Service
8391,Quo Lux,Quo Lux_4.3,7.22,Hardware
8392,Veribet,Veribet_9.2.2,2.95,Hardware
8393,Bytecard,Bytecard_6.18,3.56,Hardware
8394,Toughjoyfax,Toughjoyfax_3.46,4.31,Hardware
8395,Treeflex,Treeflex_6.8.1,8.38,Hardware
8396,Tempsoft,Tempsoft_0.5.1,3.36,Software
8397,Konklux,Konklux_2.4.4,6.9,Service
8398,Regrant,Regrant_0.4.9,0.71,Software
8399,Vagram,Vagram_5.3.3,2.68,Service
8400,Bytecard,Bytecard_6.2.1,7.87,Hardware
8401,Keylex,Keylex_1.6,0.14,Service
8402,Fintone,Fintone_0.1.7,5.88,Software
8403,Flowdesk,Flowdesk_2.7.2,0.24,Service
8404,Matsoft,Matsoft_0.6.8,2.53,Software
8405,Y-find,Y-find_6.6.0,3.93,Software
8406,Pannier,Pannier_4.3.3,4.24,Hardware
8407,Treeflex,Treeflex_0.7.9,8.89,Service
8408,Sub-Ex,Sub-Ex_0.59,7.36,Service
8409,Fixflex,Fixflex_1.2.5,4.79,Service
8410,Aerified,Aerified_2.1,9.56,Software
8411,Tin,Tin_2.84,4.45,Hardware
8412,Redhold,Redhold_0.8.6,1.04,Hardware
8413,Job,Job_0.21,1.51,Software
8414,Veribet,Veribet_0.14,9.06,Service
8415,Bamity,Bamity_9.30,2.08,Software
8416,Fintone,Fintone_8.5.0,3.42,Software
8417,Zaam-Dox,Zaam-Dox_0.86,3.85,Software
8418,Mat Lam Tam,Mat Lam Tam_3.9,10,Service
8419,Fixflex,Fixflex_9.3,6.29,Software
8420,Opela,Opela_1.3.6,3.23,Service
8421,Tres-Zap,Tres-Zap_7.34,9.55,Hardware
8422,Daltfresh,Daltfresh_0.8.1,0.59,Software
8423,Zoolab,Zoolab_4.9,3.28,Service
8424,Fix San,Fix San_0.7.0,5.77,Service
8425,Temp,Temp_0.12,3.25,Service
8426,Home Ing,Home Ing_5.56,5.04,Software
8427,Namfix,Namfix_0.1.0,3.05,Software
8428,Treeflex,Treeflex_0.5.4,7.64,Service
8429,Kanlam,Kanlam_0.3.0,8.56,Hardware
8430,Fix San,Fix San_0.9.5,1.58,Software
8431,Y-find,Y-find_3.4.5,7.04,Hardware
8432,Gembucket,Gembucket_7.28,6.58,Service
8433,Andalax,Andalax_7.4.2,5.94,Software
8434,Greenlam,Greenlam_7.12,0.44,Hardware
8435,Stim,Stim_0.41,7.81,Service
8436,Redhold,Redhold_0.85,5.78,Service
8437,Rank,Rank_0.6.9,9.83,Software
8438,Lotstring,Lotstring_2.35,7.34,Hardware
8439,Asoka,Asoka_9.6.4,6.71,Software
8440,Greenlam,Greenlam_0.42,7.77,Software
8441,Viva,Viva_4.8,8.77,Software
8442,Ronstring,Ronstring_0.80,5.8,Software
8443,Ronstring,Ronstring_9.10,7.05,Hardware
8444,Vagram,Vagram_0.68,0.47,Software
8445,Andalax,Andalax_5.9,3.05,Service
8446,Bitwolf,Bitwolf_8.9.5,9.59,Hardware
8447,Fintone,Fintone_0.31,1.4,Service
8448,Voltsillam,Voltsillam_9.4,1.63,Hardware
8449,Andalax,Andalax_5.64,0.17,Software
8450,Viva,Viva_0.2.2,2.2,Hardware
8451,Bamity,Bamity_0.5.9,0.55,Service
8452,Y-Solowarm,Y-Solowarm_9.6.9,5.9,Software
8453,Trippledex,Trippledex_0.6.4,6.59,Service
8454,Zathin,Zathin_2.4.7,0.17,Software
8455,Treeflex,Treeflex_0.8.6,2.56,Hardware
8456,Y-Solowarm,Y-Solowarm_1.3.3,6.24,Hardware
8457,Opela,Opela_0.36,1.39,Service
8458,Bamity,Bamity_0.22,8,Service
8459,Bitwolf,Bitwolf_0.91,4.88,Hardware
8460,Andalax,Andalax_0.7.6,0.42,Software
8461,It,It_8.3,8.5,Hardware
8462,Keylex,Keylex_0.44,4.56,Service
8463,Redhold,Redhold_9.2.8,9.95,Service
8464,Fixflex,Fixflex_6.2,1,Hardware
8465,Gembucket,Gembucket_2.1.4,0.35,Hardware
8466,Alphazap,Alphazap_1.6.5,2.76,Software
8467,Sonsing,Sonsing_0.1.8,3.43,Hardware
8468,Alphazap,Alphazap_2.0,1.64,Hardware
8469,Stringtough,Stringtough_0.33,8.33,Software
8470,Stronghold,Stronghold_7.03,9.64,Hardware
8471,Kanlam,Kanlam_3.6.0,8.77,Software
8472,Stim,Stim_0.3.3,4.73,Hardware
8473,Biodex,Biodex_0.77,0.56,Software
8474,Temp,Temp_1.64,3.61,Software
8475,Lotstring,Lotstring_9.19,8.44,Hardware
8476,Regrant,Regrant_7.6,7.63,Service
8477,Rank,Rank_9.5,5.06,Service
8478,Redhold,Redhold_0.48,5.23,Software
8479,Treeflex,Treeflex_0.9.4,1.29,Service
8480,Sonsing,Sonsing_0.41,1.15,Service
8481,Aerified,Aerified_8.55,1.86,Hardware
8482,Bitchip,Bitchip_2.3.4,4.82,Service
8483,Bitwolf,Bitwolf_3.8,1.58,Service
8484,Flexidy,Flexidy_1.3.5,3.57,Service
8485,Fixflex,Fixflex_3.8,4.86,Service
8486,Voltsillam,Voltsillam_0.7.3,1.01,Hardware
8487,Prodder,Prodder_0.18,6.46,Software
8488,Regrant,Regrant_5.2.0,0.84,Service
8489,Stringtough,Stringtough_0.2.4,4.15,Hardware
8490,Quo Lux,Quo Lux_7.6,6.74,Hardware
8491,Daltfresh,Daltfresh_0.28,7.85,Software
8492,Solarbreeze,Solarbreeze_4.4.6,8.2,Hardware
8493,Stronghold,Stronghold_3.2.7,7.57,Hardware
8494,Sub-Ex,Sub-Ex_0.63,3.45,Software
8495,Biodex,Biodex_3.5.5,4.49,Software
8496,Keylex,Keylex_0.7.8,4.05,Software
8497,Rank,Rank_0.53,4.41,Hardware
8498,Alphazap,Alphazap_0.64,2.44,Service
8499,Bitchip,Bitchip_0.9.0,5.48,Service
8500,Tres-Zap,Tres-Zap_0.32,4.42,Service
8501,Job,Job_0.8.1,5.18,Hardware
8502,Bamity,Bamity_0.41,5.48,Service
8503,Tin,Tin_9.1,9.64,Hardware
8504,Greenlam,Greenlam_2.1.4,7.1,Hardware
8505,Bitwolf,Bitwolf_6.0.1,5.65,Hardware
8506,Duobam,Duobam_6.4.8,6.6,Service
8507,Voyatouch,Voyatouch_0.2.7,7.02,Software
8508,Tresom,Tresom_1.18,5.47,Service
8509,Namfix,Namfix_0.49,5.65,Service
8510,Holdlamis,Holdlamis_0.17,9.04,Hardware
8511,Fixflex,Fixflex_0.72,4.6,Service
8512,Subin,Subin_0.28,9.08,Software
8513,Zaam-Dox,Zaam-Dox_0.22,2.33,Service
8514,Duobam,Duobam_3.8.7,4.3,Software
8515,Veribet,Veribet_7.0,4.2,Hardware
8516,Stringtough,Stringtough_0.5.8,6.89,Hardware
8517,Mat Lam Tam,Mat Lam Tam_3.15,6.67,Software
8518,Keylex,Keylex_0.1.1,5.65,Hardware
8519,Fintone,Fintone_6.18,1.16,Software
8520,Gembucket,Gembucket_3.62,6.78,Service
8521,Matsoft,Matsoft_9.6.2,9.15,Service
8522,Overhold,Overhold_0.7.0,1.5,Service
8523,Y-Solowarm,Y-Solowarm_1.0.0,4.18,Service
8524,Bitchip,Bitchip_0.8.1,2.35,Hardware
8525,Veribet,Veribet_8.45,4.95,Hardware
8526,Alphazap,Alphazap_0.5.9,6.47,Hardware
8527,Sonsing,Sonsing_1.0.3,2.95,Service
8528,Gembucket,Gembucket_6.86,0.72,Service
8529,Fixflex,Fixflex_3.7,3.29,Software
8530,It,It_1.2,6.11,Hardware
8531,Fintone,Fintone_0.91,4.94,Service
8532,Y-find,Y-find_0.39,2.42,Software
8533,Pannier,Pannier_0.75,7.89,Service
8534,Cardguard,Cardguard_0.8.6,9.14,Hardware
8535,Treeflex,Treeflex_7.35,0.53,Hardware
8536,Pannier,Pannier_0.67,4.5,Software
8537,Asoka,Asoka_6.1,4.07,Service
8538,Regrant,Regrant_9.2.9,3.58,Hardware
8539,Daltfresh,Daltfresh_0.75,7.96,Service
8540,Greenlam,Greenlam_0.87,3.07,Software
8541,Zontrax,Zontrax_6.9,5.29,Software
8542,Rank,Rank_7.90,3.96,Hardware
8543,Flowdesk,Flowdesk_5.60,2.35,Hardware
8544,Zamit,Zamit_0.70,0.32,Service
8545,Fixflex,Fixflex_1.69,8.31,Hardware
8546,Stronghold,Stronghold_5.0,7.95,Service
8547,Tresom,Tresom_0.1.2,8.03,Hardware
8548,Transcof,Transcof_0.6.7,6.42,Service
8549,Latlux,Latlux_6.6,4.83,Hardware
8550,Flowdesk,Flowdesk_0.8.1,5.37,Software
8551,Alphazap,Alphazap_0.6.6,5.39,Hardware
8552,Konklux,Konklux_6.8.3,1.42,Service
8553,Domainer,Domainer_5.66,1.27,Software
8554,Pannier,Pannier_0.4.4,5.38,Hardware
8555,Quo Lux,Quo Lux_1.67,7.97,Service
8556,Solarbreeze,Solarbreeze_0.44,3.59,Service
8557,Zoolab,Zoolab_4.47,5.76,Hardware
8558,Rank,Rank_6.5,2.96,Service
8559,Bamity,Bamity_5.10,6.13,Software
8560,Span,Span_2.1,0.93,Hardware
8561,Tresom,Tresom_0.49,9.68,Software
8562,It,It_8.7.3,0.88,Hardware
8563,Fix San,Fix San_0.95,2.42,Hardware
8564,Domainer,Domainer_0.4.2,6.24,Service
8565,Flexidy,Flexidy_9.5,7.44,Hardware
8566,Biodex,Biodex_2.8,8.26,Hardware
8567,Y-Solowarm,Y-Solowarm_4.25,4.18,Hardware
8568,Andalax,Andalax_8.9.9,2.59,Software
8569,Lotlux,Lotlux_3.3.2,9.83,Hardware
8570,Biodex,Biodex_4.8,8.54,Hardware
8571,Y-Solowarm,Y-Solowarm_0.8.0,0.47,Software
8572,Konklux,Konklux_6.9,5.75,Service
8573,Sub-Ex,Sub-Ex_3.8,1.97,Hardware
8574,Redhold,Redhold_1.0,8.48,Hardware
8575,Lotlux,Lotlux_7.59,3.77,Software
8576,Andalax,Andalax_0.71,0.39,Software
8577,Prodder,Prodder_9.4.1,9.18,Hardware
8578,Ronstring,Ronstring_7.7.0,7.49,Hardware
8579,Biodex,Biodex_2.2,5.18,Service
8580,Voltsillam,Voltsillam_0.88,6.78,Software
8581,Span,Span_7.8,8.53,Service
8582,Tampflex,Tampflex_0.7.9,4.68,Hardware
8583,Daltfresh,Daltfresh_8.55,8.77,Hardware
8584,Fintone,Fintone_4.3,1.94,Hardware
8585,Andalax,Andalax_0.4.2,0.03,Hardware
8586,Toughjoyfax,Toughjoyfax_6.59,6.63,Software
8587,Andalax,Andalax_0.8.4,2.48,Software
8588,Subin,Subin_0.99,3.98,Service
8589,Ronstring,Ronstring_5.26,1.75,Hardware
8590,Namfix,Namfix_8.6,4.37,Hardware
8591,Lotstring,Lotstring_0.7.2,7.3,Service
8592,Regrant,Regrant_5.97,7.33,Service
8593,Ronstring,Ronstring_0.1.7,3.4,Hardware
8594,Sonsing,Sonsing_5.68,1.9,Hardware
8595,Zaam-Dox,Zaam-Dox_0.6.4,1.59,Hardware
8596,Vagram,Vagram_1.2.6,9.06,Hardware
8597,Opela,Opela_0.6.3,4.72,Hardware
